"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1584646";"";"None";"320.35";"0";"4.20";"SID4248207";"N#CC1=C(N)OC2=C(CCC/C2=C/c2ccoc2)C1c1ccoc1";"IC50";"'='";"3995.0";"nM";"5.40";"";"Not Active";"UO_0000065";"16.85";"0.31";"1.20";"6.33";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"3.994996186"
"CHEMBL1445192";"";"None";"334.34";"0";"2.90";"SID14742053";"COc1cccc(-c2[nH]nc3c2C(c2ccoc2)C(C#N)=C(N)O3)c1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1309624";"";"None";"391.45";"0";"2.23";"SID4248041";"O=C(c1ccc(CS(=O)(=O)c2ccccc2)o1)N1CCC2(CC1)OCCO2";"IC50";"'='";"4053.64";"nM";"5.39";"";"Not Active";"UO_0000065";"13.77";"0.27";"3.16";"6.27";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"4.05363559"
"CHEMBL1389986";"";"None";"441.60";"0";"2.73";"SID3712504";"CCS(=O)(=O)N1Cc2ccccc2CC1C(=O)N1CCN(c2cccc(C)c2C)CC1";"IC50";"'='";"2961.51";"nM";"5.53";"";"Not Active";"UO_0000065";"12.52";"0.24";"2.80";"9.07";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"2.961506784"
"CHEMBL1536177";"";"None";"317.46";"0";"3.31";"SID48410374";"CC1CCCC(C)N1CC(=O)Nc1sc2c(c1C#N)CCC2";"IC50";"'='";"22495.44";"nM";"4.65";"";"Not Active";"UO_0000065";"14.64";"0.29";"1.34";"8.28";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"22.49543617"
"CHEMBL1429596";"";"None";"354.43";"0";"4.81";"SID14731044";"CCOc1ccc(NC2=NC(=O)S/C2=C\c2ccc(OC)cc2)cc1";"IC50";"'='";"99882.43";"nM";"4.00";"";"Not Active";"UO_0000065";"11.29";"0.22";"-0.81";"6.68";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"99.88242968"
"CHEMBL1449547";"";"None";"285.35";"0";"3.41";"SID4263518";"COc1ccc(NC(=O)Nc2ccc(N(C)C)cc2)cc1";"IC50";"'='";"14369.99";"nM";"4.84";"";"Not Active";"UO_0000065";"16.97";"0.31";"1.43";"9.03";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"14.36998552"
"CHEMBL1390729";"";"None";"322.36";"0";"3.40";"SID3716387";"O=C(NCC1CCCO1)c1cc(-c2ccco2)nc2ccccc12";"IC50";"'='";"26405.1";"nM";"4.58";"";"Not Active";"UO_0000065";"14.20";"0.26";"1.18";"7.11";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"26.40510437"
"CHEMBL1406789";"";"None";"278.29";"0";"0.19";"SID3713951";"Cn1nc(C(=O)Nc2sccc2C(N)=O)ccc1=O";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1390871";"";"None";"207.30";"0";"1.58";"SID4258377";"CCN1CCc2c(sc(N)c2C#N)C1";"IC50";"'='";"6553.92";"nM";"5.18";"";"Not Active";"UO_0000065";"25.00";"0.51";"3.60";"9.77";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"6.553922843"
"CHEMBL1200474";"DEMECLOCYCLINE HYDROCHLORIDE";"4.0";"501.32";"1";"0.26";"SID855598";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl";"IC50";"'='";"61.42";"nM";"7.21";"";"Not Active";"UO_0000065";"15.51";"0.31";"6.95";"3.97";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"0.061422892"
"CHEMBL1407483";"";"None";"402.68";"1";"6.74";"SID849538";"CC1=C(SCCC#N)S/C(=C2\SC(C)=C(SCCC#N)S2)S1";"IC50";"'='";"129.07";"nM";"6.89";"";"Not Active";"UO_0000065";"17.11";"0.43";"0.15";"14.48";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"0.129065152"
"CHEMBL1398344";"";"None";"333.37";"0";"2.01";"SID48410368";"COC(=O)c1ccc(NC(=O)CSc2nc(C)cc(O)n2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1331084";"";"None";"496.49";"1";"5.38";"SID4255480";"O=C(Nc1cnn(C23CC4CC(CC(C4)C2)C3)c1)c1cnn2c(C(F)(F)F)cc(-c3ccco3)nc12";"IC50";"'<'";"23.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"0.023"
"CHEMBL1433062";"";"None";"386.79";"0";"2.65";"SID864036";"COc1ccc(OC)c(N2C(=O)[C@@H]3C(c4ccccc4Cl)=NO[C@@H]3C2=O)c1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1393548";"";"None";"298.40";"0";"3.51";"SID861469";"c1ccc(-c2nnc3sc(Cc4cccs4)nn23)cc1";"IC50";"'>'";"109200.5";"nM";"";"Outside typical range";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"109.2005"
"CHEMBL27";"PROPRANOLOL";"4.0";"259.35";"0";"2.58";"Propranolol";"CC(C)NCC(O)COc1cccc2ccccc12";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL135";"ESTRADIOL";"4.0";"272.39";"0";"3.61";"beta-estradiol";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O";"IC50";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"32.89";"0.61";"5.35";"22.14";"1";"CHEMBL682168";"Binding affinity against human estrogen receptor beta (ER beta) in competitive binding assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147620";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"1.1"
"CHEMBL635";"PREDNISONE";"4.0";"358.43";"0";"1.77";"PREDNISONE";"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL3559671";"POLYVINYL ALCOHOL";"1.0";"None";"None";"None";"POLYVINYL ALCOHOL";"";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL21731";"MAPROTILINE";"4.0";"277.41";"0";"4.21";"MAPROTILINE";"CNCCCC12CCC(c3ccccc31)c1ccccc12";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL1200559";"LACTIC ACID";"4.0";"90.08";"0";"-0.55";"LACTIC ACID";"CC(O)C(=O)O";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL1670";"MITOTANE";"4.0";"320.05";"1";"5.93";"MITOTANE";"Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL384708";"";"None";"282.38";"0";"4.12";"7b";"CC[C@H]1CC[C@@H]2C[C@]13Cc1cc(O)ccc1C3=C(C)C2=O";"IC50";"'='";"45.0";"nM";"7.35";"";"";"UO_0000065";"26.02";"0.48";"3.23";"19.70";"0";"CHEMBL869284";"Binding affinity to human recombinant ERbeta by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149514";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"45.0"
"CHEMBL424725";"";"None";"517.67";"2";"6.49";"7f";"O=C1CCC2(Cc3ccccc3)Cc3c(ccc4[nH]ncc34)C2=C1c1ccc(OCCN2CCCCC2)cc1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"13.30";"0.24";"0.40";"11.83";"0";"CHEMBL867421";"Binding affinity to human ER beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149487";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"130.0"
"CHEMBL209530";"";"None";"528.09";"2";"6.97";"20h";"O=C1CCC2(Cc3ccc(Cl)cc3)Cc3cc(O)ccc3C2=C1c1ccc(OCCN2CCCCC2)cc1";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"10.71";"0.20";"-1.31";"11.37";"0";"CHEMBL867421";"Binding affinity to human ER beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149487";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"2200.0"
"CHEMBL521";"IBUPROFEN";"4.0";"206.28";"0";"3.07";"Ibuprofen";"CC(C)Cc1ccc(C(C)C(=O)O)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL1073";"GLIPIZIDE";"4.0";"445.55";"0";"2.08";"GLIPIZIDE";"Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL184151";"";"None";"265.27";"0";"3.58";"21";"N#CCc1cc(O)cc2cc(-c3ccc(O)cc3)oc12";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"29.61";"0.54";"4.27";"10.15";"0";"CHEMBL832634";"Binding affinity for human Estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137038";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"14.0"
"CHEMBL185012";"";"None";"269.23";"0";"3.52";"31";"N#Cc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12";"IC50";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"33.27";"0.61";"5.44";"11.58";"0";"CHEMBL832634";"Binding affinity for human Estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137038";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"1.1"
"CHEMBL42442";"OXFENDAZOLE";"2.0";"315.35";"0";"2.91";"OXFENDAZOLE";"COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL4087989";"";"None";"357.84";"1";"5.91";"41'";"Cl.Oc1ccc2cc3nc4ccccc4c(-c4ccccc4)c3cc2c1";"IC50";"'='";"154.0";"nM";"6.81";"";"";"UO_0000065";"21.20";"0.37";"0.90";"20.57";"0";"CHEMBL4047019";"Displacement of [3H]E2 from GST-fused ERbeta-LBD (unknown origin) expressed in Escherichia coli BL21 incubated for 1 hr by liquid scintillation counting method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043216";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"154.0"
"CHEMBL1255834";"BW-723C86";"None";"286.40";"0";"3.70";"BW-723C86";"CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL1201346";"BALSALAZIDE";"4.0";"357.32";"0";"2.71";"BALSALAZIDE";"O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
